评论id,发布时间,用户id,用户昵称,用户城市,点赞数,回复数,评论内容
4765782494676243,Thu May 05 15:09:12 +0800 2022,3069932387,怡宝没吃饱,福建 厦门,8,0,马师
4765753050140956,Thu May 05 13:12:13 +0800 2022,5945434780,六月穿梭机,湖北,17,0,我真的。。。会笑。。。
4765803230528014,Thu May 05 16:31:36 +0800 2022,3354900644,-槐樾,四川 成都,6,2,有的人真的管的很宽，还直接带入说如果你男朋友给你写这种歌你会开心吗，少意淫了啊你没有这么优秀的男朋友你男朋友也写不出这么好听的歌，谢谢
4765802102000450,Thu May 05 16:27:08 +0800 2022,3354900644,-槐樾,四川 成都,8,0,一边喊着不要物化女性一边又说怕分手了别人拿这首歌侮辱她啊？怎么侮辱啊？不是你说的不要觉得女生在性方面吃亏吗你不觉得反而是你自己现在在侮辱女性吗
4765796562112096,Thu May 05 16:05:07 +0800 2022,3354900644,-槐樾,四川 成都,11,0,马思唯觉得没问题，yml觉得没问题，有的网友觉得不行了
4765752239851974,Thu May 05 13:09:00 +0800 2022,5541894576,周周猛吃冰,重庆,10,4,啊对对对
4765802329277669,Thu May 05 16:28:01 +0800 2022,3354900644,-槐樾,四川 成都,5,0,听不懂的赶紧爬吧整得像你的好感多值钱一样
4765753062458502,Thu May 05 13:12:16 +0800 2022,5668199220,趁会员还没过期多改几次,天津 和平区,7,0,咱不用解释
4765752323735708,Thu May 05 13:09:19 +0800 2022,6469554982,黄百万会发财,海外 美国,8,0,你解释得好详细哈哈哈哈哈哈哈
4765751683317862,Thu May 05 13:06:46 +0800 2022,7358200455,我也想卷回去可我太菜了啊,辽宁 大连,4,0,好
4765752584573601,Thu May 05 13:10:22 +0800 2022,5635662341,小荆是是是辣妹,江苏 南京,7,0,终于解释了！！！大家随便代入真的很无语
4765802757097784,Thu May 05 16:29:44 +0800 2022,3354900644,-槐樾,四川 成都,6,1,和演出喊yml名字的人是同一批吗双不双标啊
4765796595401700,Thu May 05 16:05:14 +0800 2022,3354900644,-槐樾,四川 成都,4,0,辛苦了
4765796951130829,Thu May 05 16:06:39 +0800 2022,3354900644,-槐樾,四川 成都,12,3,现在的听众都这么纯洁了吗
4765793336689859,Thu May 05 15:52:18 +0800 2022,5670022068,抵不过一碗人间烟火,四川 成都,4,0,这届网友是真的拉胯
4765781558561328,Thu May 05 15:05:30 +0800 2022,5670022068,抵不过一碗人间烟火,四川 成都,4,0,太惨了马师，新歌很chill，歌词也很不错爱了
4765754715541959,Thu May 05 13:18:50 +0800 2022,5854342444,财色气酒,其他,3,0,马师能回应真的是给他们脸了，每个人对同一首歌有不同的解读能理解，就算是写的做爱又咋了？
4765866593357206,Thu May 05 20:43:24 +0800 2022,3169826110,dreamboat404,上海 宝山区,6,0,什么时候说唱歌手也要被逼的解释歌词了..太悲哀了
4765770652847852,Thu May 05 14:22:10 +0800 2022,5124550362,在偷乐,海外,6,0,互联网的文字狱太可怕了 音乐永远纯粹
4765753800133244,Thu May 05 13:15:12 +0800 2022,5214864761,Uao7u,北京 海淀区,5,0,马师这个解释可以说是很到位了 仁者见仁！ 顺便表个态 马思唯yyds！哈哈哈哈
4765752597680536,Thu May 05 13:10:25 +0800 2022,5822352983,-yucy,其他,1,1,懂啦！
4765751627485220,Thu May 05 13:06:34 +0800 2022,5767195645,·DOUDOU·,上海,2,1,来啦
4765751834053953,Thu May 05 13:07:23 +0800 2022,7013650288,·打工小狗,山东,3,1,好听！
4765751669690114,Thu May 05 13:06:44 +0800 2022,7013650288,·打工小狗,山东,2,1,来啦来啦
4765825280774704,Thu May 05 17:59:14 +0800 2022,3613154423,wowzzz_rw,海外,6,0,唉你现在脾气好好噢
4765752206300094,Thu May 05 13:08:52 +0800 2022,3995116557,抹茶奶油蛋糕-,其他,2,0,知道啦
4765752160946132,Thu May 05 13:08:41 +0800 2022,3208526425,銃口,其他,2,0,焚书坑儒
4765751750427608,Thu May 05 13:07:02 +0800 2022,6625144264,KiryuAndromedae,其他,5,0,别管那么多，做好音乐！
4765766735892829,Thu May 05 14:06:36 +0800 2022,7270716707,hnrlwyd,香港,3,0,现在不是脑袋后面长辫子的时代了just do yourself og skippy
4765766094423177,Thu May 05 14:04:03 +0800 2022,5127552915,嘛砸hhh,其他,2,0,歌词是美的哥
4765784389978972,Thu May 05 15:16:45 +0800 2022,5253477055,OehappyCnsad,其他,4,0,就算描述的是性又怎么了？就算描述的是性又怎么了？就算描述的是性又怎么了？就算描述的是性又怎么了？就算描述的是性又怎么了？就算描述的是性又怎么了？就算描述的是性又怎么了？
4765755638286109,Thu May 05 13:22:30 +0800 2022,6279833541,重庆未成年,重庆,2,0,支持支持 老是很多yxh乱解读
4765755054752342,Thu May 05 13:20:10 +0800 2022,3123028730,嬉皮笑脸面对人生的难-,其他,5,0,反正我喜欢反正我觉得好听 我喜欢就是最好的 咋啦 不同意你去喊👮‍♀️
4765751702982142,Thu May 05 13:06:52 +0800 2022,2832632001,许甜甜和章鱼哥,北京,2,0,哈哈哈哈
4765896641349110,Thu May 05 22:42:48 +0800 2022,5630004795,阿卡姆之花,其他,1,0,你大可不必这么辛苦解释，因为崂山道士下山通常不用掩饰
4765886902964004,Thu May 05 22:04:06 +0800 2022,6422330408,·鸢尾扩散·,四川,1,0,你根本没必要理会
4765868619206794,Thu May 05 20:51:27 +0800 2022,6676405026,橘子是我哒,安徽,3,0,解释个毛啊 歌词我们成年人都听得懂 你现在强行自圆其说给那些本来就不喜欢的人有什么用啊？做爱很丢人吗？把做爱写进歌里很丢人吗？这就是你想要的real吗？钱果然还是要跪着赚
4765798867927119,Thu May 05 16:14:16 +0800 2022,5588702474,HTKKK1,黑龙江,1,0,别理他们
4765791226955698,Thu May 05 15:43:55 +0800 2022,2807455045,百川Rebellious,香港,2,0,慨叹。//@也是福:我们只是想做一首好听的歌
4765790802285568,Thu May 05 15:42:14 +0800 2022,5861856274,怎么才能给马思唯种草莓,其他,2,0,什么时候音乐也要跟这些人解释了
4765783248603212,Thu May 05 15:12:13 +0800 2022,7484703708,客串云,福建 厦门,1,0,
4765775363050222,Thu May 05 14:40:53 +0800 2022,2319511670,Quanika,海外 美国,1,0,马师:可以，易梦玲:可以，网友:不可以
4765767269090621,Thu May 05 14:08:43 +0800 2022,1692242034,甜发财_,四川 成都,2,0, 没有人会不爱音乐
4765765821531810,Thu May 05 14:02:57 +0800 2022,7145809517,达芬奇900,其他,3,0,动不动就是不尊重女性看不懂
4765754807815621,Thu May 05 13:19:12 +0800 2022,3155040797,SEAFILICIOUS,其他,1,0,什么样的人就有什么样的解读 每个人看到的世界就是他们内心的世界 欣赏你❤️
4765754584731645,Thu May 05 13:18:19 +0800 2022,5188841535,困得满地找头,其他,4,0,知道了知道了 没必要跟他们解释
4765754262816170,Thu May 05 13:17:02 +0800 2022,5625478650,Jump4xxx,四川,4,1,一堆明明都不听说唱的人在评论区批判马师的歌词真的会栓q那些营销号
4765754232150115,Thu May 05 13:16:55 +0800 2022,5252855432,kiyo周周,海外,1,0,没必要啊……..
4765753460654967,Thu May 05 13:13:50 +0800 2022,5696124881,MARK綂帥,山东,2,0,我真不理解有些人搁这不懂装懂还yy
4765753267718941,Thu May 05 13:13:05 +0800 2022,6614365937,Hsia_Jenny,其他,2,0,
4765752333175709,Thu May 05 13:09:22 +0800 2022,5872317159,uYuUuo,上海,3,0,听你的 respect
4765752136042838,Thu May 05 13:08:35 +0800 2022,7554237183,B-I-G-Z-Double-O,其他,2,0,现在是2022 文字狱是很多年前的事情了
4765943256842696,Fri May 06 01:48:02 +0800 2022,5837672233,薄荷水85-,海外 美国,1,0,我觉得解释的好好啊 歌词写的很好
4765878207644234,Thu May 05 21:29:32 +0800 2022,5266773567,叫我害326,其他,1,0,我只能说，有的人别急，yxh有钱赚，你们又没钱赚急什么呢？
4765839285027376,Thu May 05 18:54:52 +0800 2022,6571414256,不愿三分,其他,1,0,退一万步讲这词就算是写的性也并不下流啊….是我理解出问题吗 我觉得挺好的啊
4765838013894440,Thu May 05 18:49:50 +0800 2022,6029136641,鳄梨与花心大萝卜,海外,2,0,做爱咋啦？写做爱还犯法啊……
4765800248381489,Thu May 05 16:19:46 +0800 2022,3580949202,女超人SuperL1sa丽萨,其他,3,0,有的人，一边听大蟒蛇和湿浦西这边站在道德高低指点江山，就挺棒（国内的小h歌多了去了，麻烦这些闲得蛋疼奶子疼的键盘侠去一个个都揪出来哈批判哈，不然我就可以认定你们想故意搞CDC
4766212431285907,Fri May 06 19:37:38 +0800 2022,5710964240,12岁就开始向往这种生活,四川 成都,0,0,马师真的是评论都会看，以前也是，现在也是，将来也会是。
4766199277421645,Fri May 06 18:45:22 +0800 2022,5585306497,阿餍_,四川 成都,1,0,我真的很无语…无论是写什么的，这个歌词摆在这里，有什么问题呢？
4766198556527755,Fri May 06 18:42:30 +0800 2022,7743163335,我爱航总,其他,1,0,嗯嗯梦玲不在意网友急眼了
4766197558282953,Fri May 06 18:38:32 +0800 2022,5284130817,狂爱炫饭,其他,0,0,都没有说过是写给易的，现在的网友听yxh说几句就开始打拳了，真行啊
4766195637028750,Fri May 06 18:30:54 +0800 2022,1786256565,钮祜禄羊_,其他,0,0,看到网易那些评论还以为穿越回了古代
4766180256780346,Fri May 06 17:29:47 +0800 2022,7332067045,小怡要努力·,安徽 滁州,0,0,新歌很喜欢~支持~(纯路人)，营销号能不能不要作妖了
4766179862514037,Fri May 06 17:28:13 +0800 2022,6430349296,samuraiwzyb,海外,0,0,咱移民吧 马哥 没意思这个地方
4766179798815219,Fri May 06 17:27:58 +0800 2022,5180123629,高冷的蜂蜜芥末酱,安徽,0,0,个人觉得还可以接受
4766178189252527,Fri May 06 17:21:34 +0800 2022,2720140575,fikcgdit,其他,1,0,看到有些人的发言我真的想笑，人家马思唯写不写易梦玲关你们什么事啊，你们不要自作多情了行不行。要是接受不了歌里有什么doi的你们不要听就行了，不管是国内还是国外关于对性有描写的音乐和书都有很多啊，你们都要去挨个反对吗？
4766174603119989,Fri May 06 17:07:19 +0800 2022,5179360355,范范范范_Bling,其他,0,0,越描越黑
4766169062443697,Fri May 06 16:45:18 +0800 2022,6601349178,秋水满目皆星河,其他,0,0,i support you
4766168315854983,Fri May 06 16:42:19 +0800 2022,6601349178,秋水满目皆星河,其他,0,0,多发点 我喜欢
4766167841112257,Fri May 06 16:40:26 +0800 2022,5980857987,科比的衣角,海外,0,0,
4766161918757952,Fri May 06 16:16:55 +0800 2022,5623060599,結城沙織,其他,0,0,看看这fj社会中的网友们吧
4766157552489368,Fri May 06 15:59:34 +0800 2022,2194699334,brilliant1014,四川,0,0,do i很奇怪吗，有什么好跟这些人解释的。多听听欧美歌打开新世界吧，让卡姐教育下你们
4766156676142246,Fri May 06 15:56:05 +0800 2022,6481115014,油炸麦香鸡块米饭玫瑰花,山东,0,0,君子坦荡荡，小人长戚戚
4765786143462089,Thu May 05 15:23:43 +0800 2022,6474910287,月落归长安,山西,0,0,有些人别管太多、
4765778953899164,Thu May 05 14:55:09 +0800 2022,5752308377,扣你淇哇哇哇哇哇,福建 福州,1,1,为什么会让一个rapper解读自己的歌词呢
4765773250432146,Thu May 05 14:32:29 +0800 2022,1632389150,外星卷毛狗,广东,1,0,马师傅，下次歌词让盖给你写，准没事儿~
4766155774888194,Fri May 06 15:52:30 +0800 2022,6871757302,悠玖www,其他,0,1,辛苦马师耐心解释了，有些人出警是真出魔怔了，你和yml美女好好谈恋爱
4766152780156783,Fri May 06 15:40:36 +0800 2022,1724171983,SPACEGRRRL,广东 深圳,1,0,连艺术创作都需要解释 这帮人是不是怕听歌会怀孕？
4766150032102348,Fri May 06 15:29:41 +0800 2022,6911221424,和刘耀文在阳台激情四射,重庆,0,0,啊
4766146282653230,Fri May 06 15:14:47 +0800 2022,5250097229,关于夏天是你,贵州 贵阳,0,0,支持马师
4766140893236744,Fri May 06 14:53:22 +0800 2022,7482374998,温和的开水啦啦啦啦,其他,0,1,@摇摇鞋336 哈哈哈哈哈哈哈哈哈哈哈做音乐扰民dbq好戳我笑点哈哈哈哈哈哈哈哈哈哈哈顺便说一句我好喜欢马师的老婆介意把老婆让给我吗🤤
4766139354186301,Fri May 06 14:47:14 +0800 2022,7324928674,需要浪漫199605,吉林,0,0,唱外国歌的时候不挺开心的么？那时候不看歌词了？真的不懂，对中文歌就贴标签谢谢了
4766138372982686,Fri May 06 14:43:21 +0800 2022,5253602494,lanmaooooo,海南 三亚,1,0,真这么过度理解，sugoi发的时候没见你们出来黑啊，离谱
4766136534565778,Fri May 06 14:36:02 +0800 2022,7485454482,小猪没有一米九,其他,0,2,姜姜发的浪漫主义系列比这个更露骨吧也没人说啥啊大家都很喜欢（我很喜欢姜姜只是举个例子） 而且这也不是描写sex的 怎么有对象的rapper一发个可能引发遐想的歌词好像就很不道德  这样不好！
4766136321707755,Fri May 06 14:35:12 +0800 2022,7754470915,ichsyduwyh,其他,0,0,你没错 就是没错
4766135129738392,Fri May 06 14:30:28 +0800 2022,6140757179,ztgzdxh,海外,0,0,网友有毛病吧 这歌词哪里低俗了 自己思想有问题 看什么都低俗 也没说写给yml阿 就算是写给她的 管得着吗  真闲
4766134123892987,Fri May 06 14:26:28 +0800 2022,6094477085,桃香希子,四川 成都,0,0,现在我马师真的成熟 也承受了好多
4766134106590632,Fri May 06 14:26:24 +0800 2022,6482293388,不拿桃花换酒钱,海外 其他,0,0,清朝之后脑袋后面的辫子剪了 心里的辫子倒是没剪
4766131494326076,Fri May 06 14:16:01 +0800 2022,1927882164,歪比巴卜丶歪比巴卜,山东 济南,0,0,马师就是脾气太好了
4766129886596354,Fri May 06 14:09:38 +0800 2022,6406002284,丢只佳,其他,1,2,好 就算是 写的是马师自己女朋友又不是你女朋友 更不是幻想 你在这儿惊爪爪的搞啥子 爬开行不 有些人
4766127232387948,Fri May 06 13:59:05 +0800 2022,3709886623,太阳照在眼睛上-,其他,0,0,哦马思唯，脾气太好了
4766126591185211,Fri May 06 13:56:32 +0800 2022,7271057441,小柯是个der,其他,1,0,说的太对了马师
4766125953386225,Fri May 06 13:53:59 +0800 2022,6401037271,Alex-_W,陕西 西安,0,0,@多糖梅子酒
4766117782619332,Fri May 06 13:21:31 +0800 2022,7366447744,YumyiKameri,四川 成都,0,0,键盘侠真的差不多行啦
4766117400151414,Fri May 06 13:20:01 +0800 2022,5981873303,搁浅的人r,江苏,0,0,有的人辫子在头上，有的人辫子在心里
4766117237883483,Fri May 06 13:19:22 +0800 2022,5493780979,四季心动瑞瑞,安徽,0,0,有些人思想脏看什么都脏
4766113344259821,Fri May 06 13:03:53 +0800 2022,7344646919,鈺鈺系铃,广东 中山,0,0,这一次站在马这
4766112555733649,Fri May 06 13:00:46 +0800 2022,7752963865,百万女明星发财日记,吉林,0,0,大清早亡了什么时代了还玩文字狱呢 就算写的是doi怎么样呢 人家男女朋友你情我愿
4766112199739515,Fri May 06 12:59:21 +0800 2022,7703175869,我来见你了泷,其他,0,0,开微博必是因为这首歌词
4766111847940747,Fri May 06 12:57:56 +0800 2022,7427605033,sbhksbissswnd,其他,1,0,但一首作品发出去了就不在独属于自己了，会有无数人给它赋予不同的注解，好坏都会有吧别人往坏处想也避免不了
4766111696687220,Fri May 06 12:57:21 +0800 2022,5529288880,MrMars的太阳工厂,其他,0,0,我的妈呀马师还好脾气解释给他们听…这群人真的去读朱熹吧一定适合😅谈性色变再搞个大文字狱 笑死我了现在的风气 doi最美好了！我爱和喜欢的人doi！doi就是马师描述的那么美好！
4766111642422144,Fri May 06 12:57:08 +0800 2022,7710482975,王嘉尔耶77,上海,0,0,马师下次不要respect 狠狠diss back！又有新歌听了
4766109989079488,Fri May 06 12:50:34 +0800 2022,3975342602,多肉兔叽,内蒙古 呼和浩特,0,0,你太难了，过分恶意解读的人才无语
4766108865007190,Fri May 06 12:46:06 +0800 2022,2065715821,回信舟,其他,0,0,@許書亭 @冯腥鱼 @粗糙的腿毛
4766108684392240,Fri May 06 12:45:23 +0800 2022,3514273277,OOOOWL鹰头猫,浙江 嘉兴,0,0,艺术应该是纯粹的自由的！马师加油！
4766108408088320,Fri May 06 12:44:17 +0800 2022,7710482975,王嘉尔耶77,上海,0,1,不是就算写给梦玲怎么了？两个甜甜蜜蜜在一起两年多的明事理的成年人了。还要当和尚啊？？你对自己要求是不发生婚前行为那你就拿这套标准束着自己就好了 以这个为标准去找以后的伴侣就好了 但现在2022年了实在没必要拿这个标准也去要求别人吧
4766106717260292,Fri May 06 12:37:34 +0800 2022,2873638365,BaoCoool,贵州 遵义,0,0,别解释呀 哥 没必要和他们解释
4766104867835495,Fri May 06 12:30:13 +0800 2022,5638975805,LEOTTing,四川 成都,0,0,冲
4766104306582988,Fri May 06 12:27:58 +0800 2022,5253602494,lanmaooooo,海南 三亚,0,0,易梦玲都没说话，你们就那啥了
4766103395369113,Fri May 06 12:24:21 +0800 2022,7591229268,LucienY07,福建,1,0,明晃晃的性，假设你跟她分手了，你猜她会受到多少恶评？
4766100384123150,Fri May 06 12:12:24 +0800 2022,7013586097,小菁毁灭地球,台湾 台北市,0,0,完全没毛病啊，服了那些抬杠的，昨晚我楼下操场杠全断了，不用问就是这批
4766099800852467,Fri May 06 12:10:05 +0800 2022,3579499042,九林不是九零,内蒙古,1,0,完全可以换个她，换成这个“它”是不误解会少一点儿
4766099444600843,Fri May 06 12:08:40 +0800 2022,6815159709,做梦变成钱,陕西,0,0,我以为咋了呢，一看歌词，就这
4766096249061675,Fri May 06 11:55:57 +0800 2022,5325905339,Ushimaki,其他,0,0,这就是网络暴力吗
4766094377616746,Fri May 06 11:48:32 +0800 2022,7113577726,Y早点睡觉吧,其他,0,0,真的无语了我觉得歌很好听啊！
4766094109969116,Fri May 06 11:47:28 +0800 2022,5864740111,张云龙叫我小宝贝,广东 深圳,0,0,今年应该是2022年了吧
4766091630610642,Fri May 06 11:37:37 +0800 2022,6588202884,Hazel_TonG_,山东 济南,0,0,别解释马师 他们爱咋咋地 不听一边去 就纯纯找事
4766090125645307,Fri May 06 11:31:38 +0800 2022,1675027854,nicole_1029,其他,0,0,一个rapper对歌词做这种强行解释也是一种本土特色行为艺术了
4766089311423337,Fri May 06 11:28:24 +0800 2022,7628456896,迪拉酱811,其他,0,0,@趴唧
4766088762230095,Fri May 06 11:26:12 +0800 2022,1889104002,布宜諾斯遊牧人,广东 广州,0,0,笑死，这是一个什么样的年代？一个需要rapper自己对歌词进行“能过审”的文本分析的年代，一个作者死去又活来，但同时却彻彻底底死透了的年代。
4766088758036797,Fri May 06 11:26:12 +0800 2022,3312143725,Phyto小潮,其他,0,0,加个标，保护好小可爱们的耳朵
4766088732082506,Fri May 06 11:26:05 +0800 2022,5080514617,getoutofmyface,其他,0,0,突然觉得马思唯脾气还是多好的 格局也大 肚子也是有几斤墨水的人 反观某些纯走疯狂的二流子
4766087616399785,Fri May 06 11:21:40 +0800 2022,6226688652,渝乐77,海外 丹麦,0,0,纯纯无妄之灾了
4766087365527807,Fri May 06 11:20:40 +0800 2022,3793074364,Wagram,河南,3,0,老GAI给你respect了，职业生涯只回你一首diss
4766084815129983,Fri May 06 11:10:32 +0800 2022,6968528967,海的那边是波力吗,广东,2,0,别管弱智
4766084408018437,Fri May 06 11:08:55 +0800 2022,2189949052,Cool420,其他,1,0,这年头写个歌还要发微博解释清楚，什么社会啊这是
4766082731344220,Fri May 06 11:02:14 +0800 2022,6568462522,果汁分分,其他,1,0,可恶……是五味杂陈！！
4766082449282009,Fri May 06 11:01:08 +0800 2022,5658729404,白桃惠子,江苏 徐州,0,0,营销号天天搞事情 国外的词更open
4766082176651926,Fri May 06 11:00:03 +0800 2022,5768143660,onevolcano,其他,0,0,救命 这不就是写歌吗 那个hiphopsavemelife也是用她 咋能往那方面想了
4766080125633082,Fri May 06 10:51:53 +0800 2022,7190401074,宇宙霹雳无敌第一帅,陕西 西安,1,0,真没必要哥！！！！2202年了改革开放没通知到大家家里吗？？还谈性色变呢？？？？
4766079261347966,Fri May 06 10:48:28 +0800 2022,5770807114,南SouthONE,重庆 黔江区,0,0,辫子，辫子，还在呐
4766079056087999,Fri May 06 10:47:39 +0800 2022,2451904231,消磨或厮磨,其他,1,0,拜托，原来现在大家都是不doi的
4766075692254977,Fri May 06 10:34:16 +0800 2022,5286500622,马思唯哦哦哦,湖南,0,0,17年开始，一直喜欢你，到现在你在某种意义上火了，其实一直是不太想很多人过于关注你的，让你无法表达自己想表达的，束手束脚，希望下次写歌你还是能随性所欲。
4766073562333355,Fri May 06 10:25:48 +0800 2022,1747041882,Leon-Scot-Kennedy,浙江 杭州,0,0,没必要回应
4766073352621558,Fri May 06 10:24:59 +0800 2022,7443221225,_马思唯的猫,河南,0,0,营销号都给我爬开
4766072950228864,Fri May 06 10:23:23 +0800 2022,7333216355,nido521,其他,0,0,就算是写女人，人家两口子恩恩爱爱，关这群妖魔鬼怪什么事
4766072647455224,Fri May 06 10:22:11 +0800 2022,1798498061,Notearsforthedead,江西 宜春,0,0,移花接木是贬义词
4766072122639251,Fri May 06 10:20:05 +0800 2022,6642605941,假想敌y1,其他,0,0,好不容易有首对味的歌，给兵马俑唧唧歪歪完了
4766071570303003,Fri May 06 10:17:53 +0800 2022,5853924527,SESYEX_,其他,0,0,那些人都他妈是清朝穿越过来的吗
4766068859994866,Fri May 06 10:07:07 +0800 2022,7323870166,皮皮NA昊,上海,0,0,这就是态度  马师帅！！支持！🥰
4766068189431485,Fri May 06 10:04:28 +0800 2022,7523667981,啾茵熊妮妮D-,四川,0,0,马师都说了不是写给梦玲的，还有的人“我不信”，原来中国已经是无性繁殖阶段了啊，干嘛总是要谈性色变呢，性是什么很羞耻的东西吗
4766068151947390,Fri May 06 10:04:19 +0800 2022,7752813618,Ccccccseven,其他,0,0,马师你写什么我都爱你！！！
4766067572081822,Fri May 06 10:02:00 +0800 2022,5689417966,高老庄公主o,广东 中山,0,0,怎么还有人在裹小脑解开蝴蝶结可以这个不行 我都没用力你怎么那么痛可以这个不行
4766064980264684,Fri May 06 09:51:43 +0800 2022,7719539445,MADMADMadLG,江苏 常州,0,0,“我都没用力你怎么那么痛” 这种词怎么不说的
4766063797209447,Fri May 06 09:47:01 +0800 2022,7451351048,·ciowo,广东 汕头,0,0,'我用我耳朵发现美  懂的自然懂得起'
4766063738488573,Fri May 06 09:46:47 +0800 2022,7451351048,·ciowo,广东 汕头,0,0,"这也太无奈了吧   还一句一句的解释给那些ylg, yxh听.. 有一说一 有些yxh为了博热点是真的没下限哈"
4766061658640795,Fri May 06 09:38:31 +0800 2022,7420689650,徐辰天xct,吉林 白城,1,0,我就知道马师不是这样的人，只是某些人想歪了
4766061364510946,Fri May 06 09:37:20 +0800 2022,5848100842,小白猪Mak1R,海外 奥地利,0,0,爱听听 写啥都和他们有关系 要我说就不用解释 不理他们就行了
4766060114611304,Fri May 06 09:32:23 +0800 2022,2792421603,失语症sh,其他,1,1,当初姜老师唱真没睡怎么没人狗叫呢
4766059133668337,Fri May 06 09:28:29 +0800 2022,1801423402,建议是保质期前使用,其他,0,0,有一个文学家说他最好的作品是取悦自己的时候作的。
4766058436624615,Fri May 06 09:25:42 +0800 2022,7000526360,如果我是面包狗,其他,0,0,可是我真的很磕他们，并且觉得歌词没问题啊，yxh别瞎整了sing吗
4766057254095526,Fri May 06 09:21:01 +0800 2022,6468098816,啊噗大侠,其他,0,0,支持马师
4766057158411467,Fri May 06 09:20:38 +0800 2022,5676247009,叫我小月pull,其他,0,1,看完了我本人的反应：..............
4766056173012121,Fri May 06 09:16:42 +0800 2022,6615722878,并不狮子的狮子座,其他,0,0,天呐，虽然我平时听马师的歌少，但这歌词真没啥呀，为什么有人能对这过分解读？真就大清亡了，有人还留着辫子？？？
4766055857915479,Fri May 06 09:15:28 +0800 2022,6329664739,王小花吃饭了,其他,0,0,
4766055295355943,Fri May 06 09:13:14 +0800 2022,5101125677,跟我么么叽,其他,0,0,呃，没必要过分解读，写的歌词都要去内涵别人女朋友，挺不礼貌的
4766055224049920,Fri May 06 09:12:56 +0800 2022,5849598851,Jeffrey呀,福建,1,0,马师别理那些下头女 女拳不过是我们时代的垃圾罢了 你没有错！永远支持你
4766054679052605,Fri May 06 09:10:46 +0800 2022,5935666765,ElsalaLan,四川 成都,0,0,谈性色变最后只能被骗
4766053287331880,Fri May 06 09:05:15 +0800 2022,7498798974,栀壬,广东,0,0,国内现在真的连这样的歌词都唱不了吗
4766052670507517,Fri May 06 09:02:48 +0800 2022,6082208740,想吃一笼小笼包,海外,0,0,马师这把子我是很很支持你 到现在我也不理解他们怎么会那么想
4766051852879311,Fri May 06 08:59:33 +0800 2022,7295039651,优秀小洁oho,黑龙江 佳木斯,1,0,那解开蝴蝶结，所有要求不拒绝，又是什么意思阿，感觉网上都说的是。。求个正解家人们
4766051680127914,Fri May 06 08:58:52 +0800 2022,6215409351,似风吹么,其他,0,0,没毛病哦，女拳喜欢在微博搞文字狱
4766050976270005,Fri May 06 08:56:04 +0800 2022,7304393139,如果可以我想一刀砍死你,其他,0,0,一群云说唱 在某音听英文黄歌听的挺来劲的跑到这来踩了 其实马师看他们和傻子一样
4766050438087150,Fri May 06 08:53:55 +0800 2022,1841922362,请叫我QSong,广东 深圳,0,0,理他们干嘛 大清都亡了  你是马思唯啊！
4766048777929654,Fri May 06 08:47:20 +0800 2022,6795559078,看不见的黑01,湖南 益阳,0,0,
4766047331158809,Fri May 06 08:41:35 +0800 2022,3783826790,自从在同福客栈遇到你,其他,0,0,拜托 你们不doi吗 
4765751812294806,Thu May 05 13:07:18 +0800 2022,5550051006,Halokiki-,广东,0,0,！！！！！
4765751736798959,Thu May 05 13:07:00 +0800 2022,6230779582,Aorrzi,河南 郑州,0,0,
4765751721071764,Thu May 05 13:06:56 +0800 2022,6124067785,一起私奔到海边,四川,0,0,好听的正常的
4765751716348374,Thu May 05 13:06:54 +0800 2022,7629541523,杏仁露_x,北京 通州区,0,0,来啦
4765847111601773,Thu May 05 19:25:59 +0800 2022,5611187801,我心中有些事不能对你说-,海外 美国,2,1,不是啊 没解释又说🟰默认 解释了又能说太牵强了 啥话都让那群网友说完了
4765813149536370,Thu May 05 17:11:02 +0800 2022,7601400417,Qinn0_0,澳门,2,0,就这么两三句歌词网友也能在这意淫真厉害
4765771554884299,Thu May 05 14:25:45 +0800 2022,5883973468,MissBoDuone,河北 石家庄,2,0,这段我寻思什么都没描写出来啊 这都接受不了国外音乐岂不是听一句就得关掉了...
4765771127327946,Thu May 05 14:24:03 +0800 2022,1758866935,子小喵呜,北京,2,0,支持创作自由，这点程度就出警，WB全员小学生嘛
4765768837235914,Thu May 05 14:14:56 +0800 2022,2263291815,5松啊,广东,4,0,这种歌词还需要解释，这就是说唱在中国发展不起来的原因。而且不懂性就跟吃饭一样，都是一种正常需求，有啥低俗的，只要不犯法，享受就完事了，自己内向过头能不能别逼着别人压抑本性过头？
4765764990797043,Thu May 05 13:59:40 +0800 2022,6594749749,ArbRres13,其他,1,0,国外说唱“Wet ass puxxy”  部分网友：“好辣好辣好性感”  国内说唱“不扰民的话可以再吵点”  部分网友：“好下头”  如果马师这些词都是下头的话 tyga早就被喷死了
4766090377300357,Fri May 06 11:32:38 +0800 2022,2911510913,咩咩大草莓,广东 广州,1,0,过分解读才下头 马师不必理会 做自己就好
4766080768411504,Fri May 06 10:54:27 +0800 2022,5205361973,Sss南人,四川 泸州,1,0,GAI改斩马刀了
